SampleName,10,11,21,18,27,16,30,31,26,22,37,15,20,28,36
Spis-01,0,0,0,0,0,0,0,0,0,0,0,0.712957822,0,0,0
Spis-01-D,0,0,0,0,0,0,0,0,0,0,0,0,0.87424782,0,0
Spis-02,0,0,0,0.795769557,0,0,0,0,0,0,0,0,0,0,0
Spis-02-D,0,0,0,0.839402495,0,0,0,0,0,0,0,0,0,0,0
Spis-02T1,0,0,0,0.815517318,0,0,0,0,0,0,0,0,0,0,0
Spis-02T1-D,0,0,0,0.807850722,0,0,0,0,0,0,0,0,0,0,0
Spis-02T2,0,0,0,0.828170407,0,0,0,0,0,0,0,0,0,0,0
Spis-02T2-D,0,0,0,0.817603909,0,0,0,0,0,0,0,0,0,0,0
Spis-03,0,0,0,0.794465878,0,0,0,0,0,0,0,0,0,0,0
Spis-03-D,0,0,0,0,0,0.889623183,0,0,0,0,0,0,0,0,0
Spis-04,0,0,0,0.796664205,0,0,0,0,0,0,0,0,0,0,0
Spis-04-D,0,0,0,0.822589282,0,0,0,0,0,0,0,0,0,0,0
Spis-04C,0,0.00705974,0,0.86654657,0,0,0,0,0,0,0,0,0,0,0
Spis-04C-D,0,0,0,0,0,0.862851624,0,0,0,0,0,0,0,0,0
Spis-05,0,0,0,0.785029648,0,0,0,0,0,0,0,0,0,0,0
Spis-05-D,0,0,0,0.847959422,0,0,0,0,0,0,0,0,0,0,0
Spis-05C,0.00133044,0,0,0.867970677,0,0,0,0,0,0,0,0,0,0,0
Spis-05C-D,0,0,0,0.871941417,0,0,0,0,0,0,0,0,0,0,0
Spis-05T1,0.001521378,0,0,0.829908654,0,0,0,0,0,0,0,0,0,0,0
Spis-05T1-D,0.002615051,0,0,0.827412217,0,0,0,0,0,0,0,0,0,0,0
Spis-05T2,0,0,0,0.812273989,0,0,0,0,0,0,0,0,0,0,0
Spis-05T2-D,0,0,0,0.836533194,0,0,0,0,0,0,0,0,0,0,0
Spis-06,0,0,0,0.735375256,0,0,0,0,0,0,0,0,0,0,0
Spis-06-D,0,0,0,0.722604115,0,0,0,0,0,0,0,0,0,0,0
Spis-07,0,0,0,0.780176489,0,0,0,0,0,0,0,0,0,0,0
Spis-07-D,0,0,0,0.848644739,0,0,0,0,0,0,0,0,0,0,0
Spis-07C,0,0,0,0.853532881,0,0,0,0,0,0,0,0,0,0,0
Spis-07C-D,0,0,0,0.824392161,0,0,0,0,0,0,0,0,0,0,0
Spis-07T1,0,0,0,0.806620543,0,0,0,0,0,0,0,0,0,0,0
Spis-07T1-D,0,0,0,0.844712242,0,0,0,0,0,0,0,0,0,0,0
Spis-08,0,0,0,0.793894354,0,0,0,0,0,0,0,0,0,0,0
Spis-08-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-08C,0,0,0,0.783316748,0,0,0,0,0,0,0,0,0,0,0
Spis-08C-D,0,0,0,0.791949198,0,0,0,0,0,0,0,0,0,0,0
Spis-09,0,0,0,0.77801952,0,0,0,0,0,0,0,0,0,0,0
Spis-09-D,0,0,0,0.767800862,0,0,0,0,0,0,0,0,0,0,0
Spis-10,0,0,0,0.764955409,0,0,0,0,0,0,0,0,0,0,0
Spis-10-D,0,0,0,0,0,0.786838422,0,0,0,0,0,0,0,0,0
Spis-11,0,0,0.778972343,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11-D,0,0,0.808536491,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11C,0,0,0.782351603,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11C-D,0,0,0.773113497,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11T2,0,0,0.774319684,0,0,0,0,0,0,0,0,0,0,0,0
Spis-11T2-D,0,0,0.77976656,0,0,0,0,0,0,0,0,0,0,0,0
Spis-12,0,0,0,0.852377025,0,0,0,0,0,0,0,0,0,0,0
Spis-12-D,0,0,0,0.879303543,0,0,0,0,0,0,0,0,0,0,0
Spis-12C,0,0,0,0.829042143,0,0,0,0,0,0,0,0,0,0,0
Spis-12C-D,0,0,0,0.814999392,0,0,0,0,0,0,0,0,0,0,0
Spis-12T1,0,0,0,0.802163131,0,0,0,0,0,0,0,0,0,0,0
Spis-12T1-D,0,0,0,0.828376161,0,0,0,0,0,0,0,0,0,0,0
Spis-12T2,0,0,0,0.790734824,0,0,0,0,0,0,0,0,0,0,0
Spis-12T2-D,0,0,0,0.832410733,0,0,0,0,0,0,0,0,0,0,0
Spis-13,0,0,0,0.825194296,0,0,0,0,0,0,0,0,0,0,0
Spis-13-D,0,0,0,0,0,0.861667353,0,0,0,0,0,0,0,0,0
Spis-13T2,0,0,0,0.823381362,0,0,0,0,0,0,0,0,0,0,0
Spis-13T2-D,0,0,0,0.85411522,0,0,0,0,0,0,0,0,0,0,0
Spis-14,0,0,0,0,0,0,0.637303639,0,0,0,0,0,0,0,0
Spis-14-D,0,0,0,0,0,0,0.668386274,0,0,0,0,0,0,0,0
Spis-15,0,0,0.886783278,0,0,0,0,0,0,0,0,0,0,0,0
Spis-15-D,0,0,0.864978458,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16,0,0,0.841003284,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16-D,0,0,0.856402114,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16C,0,0,0.836105609,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16C-D,0,0,0.861671908,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16T1,0,0,0.837265584,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16T1-D,0,0,0.836599583,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16T2,0,0,0.826829857,0,0,0,0,0,0,0,0,0,0,0,0
Spis-16T2-D,0,0,0.826240351,0,0,0,0,0,0,0,0,0,0,0,0
Spis-17,0,0,0,0,0.825800477,0,0,0,0,0,0,0,0,0,0
Spis-17-D,0,0,0,0,0.81764597,0,0,0,0,0,0,0,0,0,0
Spis-17T1,0,0,0,0,0.811596856,0,0,0,0,0,0,0,0,0,0
Spis-17T1-D,0,0,0,0,0.815485761,0,0,0,0,0,0,0,0,0,0
Spis-17T2,0,0,0,0,0.832888198,0,0,0,0,0,0,0,0,0,0
Spis-17T2-D,0,0,0,0,0.842321252,0,0,0,0,0,0,0,0,0,0
Spis-18,0,0,0.81441996,0,0,0,0,0,0,0,0,0,0,0,0
Spis-18-D,0,0,0.828341738,0,0,0,0,0,0,0,0,0,0,0,0
Spis-19,0,0,0.906569808,0,0,0,0,0,0,0,0,0,0,0,0
Spis-19-D,0,0,0.879246623,0,0,0,0,0,0,0,0,0,0,0,0
Spis-19C,0.001453662,0,0.890262742,0,0,0,0,0,0,0,0,0,0,0,0
Spis-19C-D,0.002081288,0,0.885628549,0,0,0,0,0,0,0,0,0,0,0,0
Spis-19T1,0,0,0.885281957,0,0,0,0,0,0,0,0,0,0,0,0
Spis-19T1-D,0,0,0.870500311,0,0,0,0,0,0,0,0,0,0,0,0
Spis-19T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-20,0,0,0.880649391,0,0,0,0,0,0,0,0,0,0,0,0
Spis-20-D,0,0,0.911175911,0,0,0,0,0,0,0,0,0,0,0,0
Spis-21,0,0,0.849360231,0,0,0,0,0,0,0,0,0,0,0,0
Spis-21-D,0,0,0.850225316,0,0,0,0,0,0,0,0,0,0,0,0
Spis-21T2,0.543901852,0,0,0,0,0,0,0,0,0,0.068559057,0,0,0,0
Spis-21T2-D,0.530391584,0,0,0,0,0,0,0,0,0,0.06648159,0,0,0,0
Spis-22,0,0,0.790915735,0,0,0,0,0,0,0,0,0,0,0,0
Spis-22-D,0,0,0.814669127,0,0,0,0,0,0,0,0,0,0,0,0
Spis-23,0,0,0.787913016,0,0,0,0,0,0,0,0,0,0,0,0
Spis-23-D,0,0,0.821466616,0,0,0,0,0,0,0,0,0,0,0,0
Spis-23C,0,0,0.79679137,0,0,0,0,0,0,0,0,0,0,0,0
Spis-23C-D,0,0,0.790511547,0,0,0,0,0,0,0,0,0,0,0,0
Spis-24,0,0,0.742584161,0,0,0,0,0,0,0,0,0,0,0,0.014149223
Spis-24-D,0,0,0.790418544,0,0,0,0,0,0,0,0,0,0,0,0.004575414
Spis-24T2,0,0,0.759000112,0,0,0,0,0,0,0,0,0,0,0,0
Spis-24T2-D,0,0,0.764369205,0,0,0,0,0,0,0,0,0,0,0,0
Spis-25,0,0,0.903460401,0,0,0,0,0,0,0,0,0,0,0,0
Spis-25-D,0,0,0.905206989,0,0,0,0,0,0,0,0,0,0,0,0
Spis-25C,0,0,0.911262388,0,0,0,0,0,0,0,0,0,0,0,0
Spis-25C-D,0,0,0.905150003,0,0,0,0,0,0,0,0,0,0,0,0
Spis-25T2,0,0,0.908604008,0,0,0,0,0,0,0,0,0,0,0,0
Spis-25T2-D,0,0,0.908065356,0,0,0,0,0,0,0,0,0,0,0,0
Spis-26,0,0,0,0,0,0,0,0.763760049,0,0,0,0,0,0,0
Spis-26-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-27,0,0,0,0,0,0,0.78767023,0,0,0,0,0,0,0,0
Spis-27-D,0,0,0,0,0,0,0.844959249,0,0,0,0,0,0,0,0
Spis-28,0,0,0.856340953,0,0,0,0,0,0,0,0,0,0,0,0
Spis-28-D,0,0,0.862898399,0,0,0,0,0,0,0,0,0,0,0,0
Spis-29,0,0,0,0,0,0,0.785904217,0,0,0,0,0,0,0,0
Spis-29-D,0,0,0,0,0,0,0.804855979,0,0,0,0,0,0,0,0
Spis-30,0,0,0.883635081,0,0,0,0,0,0,0,0,0,0,0,0
Spis-30-D,0,0,0.899781226,0,0,0,0,0,0,0,0,0,0,0,0
Spis-30T2,0,0,0.863157378,0,0,0,0,0,0,0,0,0,0,0,0
Spis-30T2-D,0,0,0.874424611,0,0,0,0,0,0,0,0,0,0,0,0
Spis-31,0,0,0.782070639,0,0,0,0,0,0,0,0,0,0,0,0
Spis-31-D,0,0,0.801475194,0,0,0,0,0,0,0,0,0,0,0,0
Spis-31T1,0,0,0.785400289,0,0,0,0,0,0,0,0,0,0,0,0
Spis-31T1-D,0,0,0.797371237,0,0,0,0,0,0,0,0,0,0,0,0
Spis-32,0,0,0,0,0,0,0,0,0.659691439,0,0,0,0,0,0
Spis-32-D,0,0,0,0,0,0,0,0,0.698647844,0,0,0,0,0,0
Spis-33,0,0,0,0,0,0,0,0,0.631684818,0,0,0,0,0,0
Spis-33-D,0,0,0,0,0,0,0,0,0.697043639,0,0,0,0,0,0
Spis-34,0,0,0.802181862,0,0,0,0,0,0,0,0,0,0,0,0
Spis-34-D,0,0,0.836952048,0,0,0,0,0,0,0,0,0,0,0,0
Spis-35,0,0,0.751981328,0,0,0,0,0,0,0,0,0,0,0,0
Spis-35-D,0,0,0.770082348,0,0,0,0,0,0,0,0,0,0,0,0
Spis-36,0,0,0.781223578,0,0,0,0,0,0,0,0,0,0,0,0
Spis-36-D,0,0,0.768311208,0,0,0,0,0,0,0,0,0,0,0,0
Spis-36T1,0,0,0.797318575,0,0,0,0,0,0,0,0,0,0,0,0
Spis-36T1-D,0,0,0.784269385,0,0,0,0,0,0,0,0,0,0,0,0
Spis-37,0,0,0.853801737,0,0,0,0,0,0,0,0,0,0,0,0
Spis-37-D,0,0,0.85488374,0,0,0,0,0,0,0,0,0,0,0,0
Spis-37T2,0,0,0.866724054,0,0,0,0,0,0,0,0,0,0,0,0
Spis-37T2-D,0,0,0.878822713,0,0,0,0,0,0,0,0,0,0,0,0
Spis-38,0,0,0.801277338,0,0,0,0,0,0,0,0,0,0,0,0
Spis-38-D,0,0,0.839465215,0,0,0,0,0,0,0,0,0,0,0,0
Spis-39,0,0,0.845128616,0,0,0,0,0,0,0,0,0,0,0,0
Spis-39-D,0,0,0.870698332,0,0,0,0,0,0,0,0,0,0,0,0
Spis-40,0,0,0,0,0.803122351,0,0,0,0,0,0,0,0,0,0
Spis-40-D,0,0,0,0,0.811182827,0,0,0,0,0,0,0,0,0,0
Spis-41,0,0,0,0,0,0,0,0.793912992,0,0,0,0,0,0,0
Spis-41-D,0,0,0,0,0,0,0,0.75443116,0,0,0,0,0,0,0
Spis-42,0,0,0.822549445,0,0,0,0,0,0,0,0,0,0,0,0
Spis-42-D,0,0,0.859390131,0,0,0,0,0,0,0,0,0,0,0,0
Spis-42C,0,0,0.792141929,0,0,0,0,0,0,0,0,0,0,0,0
Spis-42C-D,0,0,0.793715802,0,0,0,0,0,0,0,0,0,0,0,0
Spis-42T1,0,0,0.793973063,0,0,0,0,0,0,0,0,0,0,0,0
Spis-42T1-D,0,0,0.78521235,0,0,0,0,0,0,0,0,0,0,0,0
Spis-42T2,0,0,0.791168409,0,0,0,0,0,0,0,0,0,0,0,0
Spis-42T2-D,0,0,0.78043133,0,0,0,0,0,0,0,0,0,0,0,0
Spis-43,0,0,0,0.740013164,0,0,0,0,0,0,0,0,0,0,0
Spis-43-D,0,0,0,0.789944472,0,0,0,0,0,0,0,0,0,0,0
Spis-43C,0,0,0,0.730198273,0,0,0,0,0,0,0,0,0,0,0
Spis-43C-D,0,0,0,0.733939001,0,0,0,0,0,0,0,0,0,0,0
Spis-43T1,0,0,0,0.689432782,0,0,0,0,0,0,0,0,0,0,0
Spis-43T1-D,0,0,0,0.701198535,0,0,0,0,0,0,0,0,0,0,0
Spis-43T2,0,0,0,0.721846634,0,0,0,0,0,0,0,0,0,0,0
Spis-43T2-D,0,0,0,0.734308501,0,0,0,0,0,0,0,0,0,0,0
Spis-44,0,0,0,0.773529098,0,0,0,0,0,0,0,0,0,0,0
Spis-44-D,0,0,0,0,0,0.807833404,0,0,0,0,0,0,0,0,0
Spis-44C,0,0,0,0.778007878,0,0,0,0,0,0,0,0,0,0,0
Spis-44C-D,0,0,0,0.778200965,0,0,0,0,0,0,0,0,0,0,0
Spis-44T1,0,0,0,0.773710827,0,0,0,0,0,0,0,0,0,0,0
Spis-44T1-D,0,0,0,0.778504955,0,0,0,0,0,0,0,0,0,0,0
Spis-44T2,0,0,0,0.784037909,0,0,0,0,0,0,0,0,0,0,0
Spis-44T2-D,0,0,0,0.754710853,0,0,0,0,0,0,0,0,0,0,0
Spis-45,0,0,0.93373387,0,0,0,0,0,0,0,0,0,0,0,0
Spis-45-D,0,0,0,0,0,0,0,0,0,0.933309872,0,0,0,0,0
Spis-46,0,0,0,0.778373939,0,0,0,0,0,0,0,0,0,0,0
Spis-46-D,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832503972,0
Spis-46T2,0,0,0,0.712890356,0,0,0,0,0,0,0,0,0,0,0
Spis-46T2-D,0,0,0,0.70496516,0,0,0,0,0,0,0,0,0,0,0
Spis-47,0,0,0,0.729993426,0,0,0,0,0,0,0,0,0,0,0
Spis-47-D,0,0,0,0,0,0.785425151,0,0,0,0,0,0,0,0,0
Spis-48,0,0,0.837526022,0,0,0,0,0,0,0,0,0,0,0,0
Spis-48-D,0,0,0.831721455,0,0,0,0,0,0,0,0,0,0,0,0
Spis-48T2,0,0,0.867988772,0,0,0,0,0,0,0,0,0,0,0,0
Spis-48T2-D,0,0,0.871833701,0,0,0,0,0,0,0,0,0,0,0,0
Spis-49,0,0,0.872214405,0,0,0,0,0,0,0,0,0,0,0,0
Spis-49-D,0,0,0.879215976,0,0,0,0,0,0,0,0,0,0,0,0
Spis-49C,0,0,0,0.7354473,0,0,0,0,0,0,0,0,0,0,0
Spis-49C-D,0,0,0,0.729649872,0,0,0,0,0,0,0,0,0,0,0
Spis-49T1,0,0,0,0.753464667,0,0,0,0,0,0,0,0,0,0,0
Spis-49T1-D,0,0,0,0.732917464,0,0,0,0,0,0,0,0,0,0,0
Spis-49T2,0,0,0,0.731426285,0,0,0,0,0,0,0,0,0,0,0
Spis-49T2-D,0,0,0,0.716136571,0,0,0,0,0,0,0,0,0,0,0
Spis-50,0,0,0.79516248,0,0,0,0,0,0,0,0,0,0,0,0
Spis-50-D,0,0,0.841568627,0,0,0,0,0,0,0,0,0,0,0,0
Spis-51,0,0,0.904663178,0,0,0,0,0,0,0,0,0,0,0,0
Spis-51-D,0,0,0.910139234,0,0,0,0,0,0,0,0,0,0,0,0
Spis-52,0,0,0.830788547,0,0,0,0,0,0,0,0,0,0,0,0
Spis-52-D,0,0,0.836847781,0,0,0,0,0,0,0,0,0,0,0,0
Spis-52C,0,0,0.813923941,0,0,0,0,0,0,0,0,0,0,0,0
Spis-52C-D,0,0,0.821372252,0,0,0,0,0,0,0,0,0,0,0,0
Spis-52T2,0,0,0.828374786,0,0,0,0,0,0,0,0,0,0,0,0
Spis-52T2-D,0,0,0.816300239,0,0,0,0,0,0,0,0,0,0,0,0
Spis-53,0,0,0.859342028,0,0,0,0,0,0,0,0,0,0,0,0
Spis-53-D,0,0,0.851905319,0,0,0,0,0,0,0,0,0,0,0,0
Spis-53C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-53T1,0,0,0.830340064,0,0,0,0,0,0,0,0,0,0,0,0
Spis-53T1-D,0,0,0.841703437,0,0,0,0,0,0,0,0,0,0,0,0
Spis-53T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spis-54,0,0,0,0,0.831690156,0,0,0,0,0,0,0,0,0,0
Spis-54-D,0,0,0,0,0.818725983,0,0,0,0,0,0,0,0,0,0
Spis-55,0,0,0.863968534,0,0,0,0,0,0,0,0,0,0,0,0
Spis-55-D,0,0,0.84007268,0,0,0,0,0,0,0,0,0,0,0,0
Spis-56,0,0,0.82302975,0,0,0,0,0,0,0,0,0,0,0,0
Spis-56-D,0,0,0.844127298,0,0,0,0,0,0,0,0,0,0,0,0
Spis-57,0,0,0,0,0.798687066,0,0,0,0,0,0,0,0,0,0
Spis-57-D,0,0,0,0,0.831626047,0,0,0,0,0,0,0,0,0,0
Spis-58,0,0,0.883982179,0,0,0,0,0,0,0,0,0,0,0,0
Spis-58-D,0,0,0.864426651,0,0,0,0,0,0,0,0,0,0,0,0
Spis-58C,0,0,0.868248773,0,0,0,0,0,0,0,0,0,0,0,0
Spis-58C-D,0,0,0.860557647,0,0,0,0,0,0,0,0,0,0,0,0
Spis-58T2,0,0,0.888089815,0,0,0,0,0,0,0,0,0,0,0,0
Spis-58T2-D,0,0,0.867280037,0,0,0,0,0,0,0,0,0,0,0,0
Spis-59,0,0,0.773165829,0,0,0,0,0,0,0,0,0,0,0,0
Spis-59-D,0,0,0.774511767,0,0,0,0,0,0,0,0,0,0,0,0
Spis-59C,0.324775318,0,0,0,0,0,0,0,0,0.557814555,0,0,0,0,0
Spis-59C-D,0.350139573,0,0,0,0,0,0,0,0,0.52035014,0,0,0,0,0
Spis-59T1,0,0,0.752889815,0,0,0,0,0,0,0,0,0,0,0,0
Spis-59T1-D,0,0,0.759030192,0,0,0,0,0,0,0,0,0,0,0,0
Spis-59T2,0,0,0.748140815,0,0,0,0,0,0,0,0,0,0,0,0
Spis-59T2-D,0,0,0.758134,0,0,0,0,0,0,0,0,0,0,0,0
Spis-60,0,0,0.873830199,0,0,0,0,0,0,0,0,0,0,0,0
Spis-60-D,0,0,0.868465084,0,0,0,0,0,0,0,0,0,0,0,0
Spis-60T1,0,0,0.870260566,0,0,0,0,0,0,0,0,0,0,0,0
Spis-60T1-D,0,0,0.87299849,0,0,0,0,0,0,0,0,0,0,0,0
Spis-60T2,0,0,0.870848641,0,0,0,0,0,0,0,0,0,0,0,0
Spis-60T2-D,0,0,0.86675088,0,0,0,0,0,0,0,0,0,0,0,0
Spis-61,0,0,0.883374705,0,0,0,0,0,0,0,0,0,0,0,0
Spis-61-D,0,0,0.89155929,0,0,0,0,0,0,0,0,0,0,0,0
Spis-62,0,0,0.85561946,0,0,0,0,0,0,0,0,0,0,0,0
Spis-62-D,0,0,0.862337234,0,0,0,0,0,0,0,0,0,0,0,0
Spis-63,0,0,0,0,0,0,0,0.810531929,0,0,0,0,0,0,0
Spis-63-D,0,0,0,0,0,0,0,0.811967438,0,0,0,0,0,0,0
Spis-64,0,0,0,0.763920659,0,0,0,0,0,0,0,0,0,0,0
Spis-64-D,0,0,0,0.838671824,0,0,0,0,0,0,0,0,0,0,0
Spis-64C,0,0,0,0.778244763,0,0,0,0,0,0,0,0,0,0,0
Spis-64C-D,0,0,0,0.771672965,0,0,0,0,0,0,0,0,0,0,0
Spis-64T1,0,0,0,0.793782913,0,0,0,0,0,0,0,0,0,0,0
Spis-64T1-D,0,0,0,0.789241948,0,0,0,0,0,0,0,0,0,0,0
Spis-64T2,0,0,0,0.773401193,0,0,0,0,0,0,0,0,0,0,0
Spis-64T2-D,0,0,0,0.736258404,0,0,0,0,0,0,0,0,0,0,0
Spis-65,0,0,0,0.709108094,0,0,0,0,0,0,0,0,0,0,0
Spis-65-D,0,0,0,0.803572259,0,0,0,0,0,0,0,0,0,0,0
Spis-65C,0,0,0,0.742134767,0,0,0,0,0,0,0,0,0,0,0
Spis-65C-D,0,0,0,0.743416823,0,0,0,0,0,0,0,0,0,0,0
Spis-65T1,0,0,0,0.794509064,0,0,0,0,0,0,0,0,0,0,0
Spis-65T1-D,0,0,0,0.773140347,0,0,0,0,0,0,0,0,0,0,0
Spis-65T2,0,0,0,0.726135992,0,0,0,0,0,0,0,0,0,0,0
Spis-65T2-D,0,0,0,0.72275092,0,0,0,0,0,0,0,0,0,0,0
Spis-66,0,0,0,0.705307177,0,0,0,0,0,0,0,0,0,0,0
Spis-66-D,0,0,0,0.765764188,0,0,0,0,0,0,0,0,0,0,0
Spis-66C-D,0,0,0,0,0,0.662924438,0,0,0,0,0,0,0,0,0
Spis-67,0,0,0,0.679719075,0,0,0,0,0,0,0,0,0,0,0
Spis-67-D,0,0,0,0.720417021,0,0,0,0,0,0,0,0,0,0,0
Spis-67T1,0,0,0,0.753344049,0,0,0,0,0,0,0,0,0,0,0
Spis-67T1-D,0,0,0,0.741106428,0,0,0,0,0,0,0,0,0,0,0
Spis-67T2,0,0,0,0.698128461,0,0,0,0,0,0,0,0,0,0,0
Spis-67T2-D,0,0,0,0.713311163,0,0,0,0,0,0,0,0,0,0,0
Spis-68,0,0,0,0.858366648,0,0,0,0,0,0,0,0,0,0,0
Spis-68-D,0,0,0,0,0,0.92870861,0,0,0,0,0,0,0,0,0
Spis-69,0,0,0,0.796180683,0,0,0,0,0,0,0,0,0,0,0
Spis-69-D,0,0,0,0.859560182,0,0,0,0,0,0,0,0,0,0,0
Spis-69C,0.000692238,7.69E-05,0,0.79632818,0,0,0,0,0,0,0,0,0,0,0
Spis-69C-D,0,0,0,0.79856719,0,0,0,0,0,0,0,0,0,0,0
Spis-69T2,0,0,0,0.86670473,0,0,0,0,0,0,0,0,0,0,0
Spis-69T2-D,0,0,0,0.845979587,0,0,0,0,0,0,0,0,0,0,0
Spis-70,0,0,0,0,0.862995037,0,0,0,0,0,0,0,0,0,0
Spis-70-D,0,0,0,0,0.891490287,0,0,0,0,0,0,0,0,0,0
Spis-71,0,0,0,0,0.785453878,0,0,0,0,0,0,0,0,0,0
Spis-71-D,0,0,0,0,0.813604157,0,0,0,0,0,0,0,0,0,0
Spis-72,0,0,0.80373711,0,0,0,0,0,0,0,0,0,0,0,0
Spis-72-D,0,0,0.833735808,0,0,0,0,0,0,0,0,0,0,0,0
Spis-72C,0,0,0.785278518,0,0,0,0,0,0,0,0,0,0,0,0
Spis-72C-D,0,0,0.779712795,0,0,0,0,0,0,0,0,0,0,0,0
Spis-73,0,0,0.781537242,0,0,0,0,0,0,0,0,0,0,0,0
Spis-73-D,0,0,0.796728851,0,0,0,0,0,0,0,0,0,0,0,0
Spis-74,0,0,0.781909529,0,0,0,0,0,0,0,0,0,0,0,0
Spis-74-D,0,0,0.825560731,0,0,0,0,0,0,0,0,0,0,0,0
Spis-75,0,0,0,0.695748075,0,0,0,0,0,0,0,0,0,0,0
Spis-75-D,0,0,0,0.728882472,0,0,0,0,0,0,0,0,0,0,0
Spis-76,0,0,0,0,0.852530102,0,0,0,0,0,0,0,0,0,0
Spis-76-D,0,0,0,0,0.854838832,0,0,0,0,0,0,0,0,0,0
Spis-76T2,0,0,0,0,0.825477832,0,0,0,0,0,0,0,0,0,0
Spis-76T2-D,0,0,0,0,0.820595253,0,0,0,0,0,0,0,0,0,0
Spis-77,0,0,0,0,0.786586112,0,0,0,0,0,0,0,0,0,0
Spis-77-D,0,0,0,0,0.844939399,0,0,0,0,0,0,0,0,0,0
Spis-77T2,0,0,0,0,0.791271309,0,0,0,0,0,0,0,0,0,0
Spis-77T2-D,0,0,0,0,0.788329262,0,0,0,0,0,0,0,0,0,0
Spis-78,0,0,0,0,0.818482181,0,0,0,0,0,0,0,0,0,0
Spis-78-D,0,0,0,0,0.826293505,0,0,0,0,0,0,0,0,0,0
Spis-78T2,0.005347085,0,0,0,0.862354143,0,0,0,0,0,0,0,0,0,0
Spis-78T2-D,0.008585543,0,0,0,0.853859774,0,0,0,0,0,0,0,0,0,0
Spis-79,0,0,0.862777902,0,0,0,0,0,0,0,0,0,0,0,0
Spis-79-D,0,0,0.865830396,0,0,0,0,0,0,0,0,0,0,0,0
Spis-79T1,0,0,0.846879064,0,0,0,0,0,0,0,0,0,0,0,0
Spis-79T1-D,0,0,0.861402095,0,0,0,0,0,0,0,0,0,0,0,0
Spis-79T2,0,0,0.86298986,0,0,0,0,0,0,0,0,0,0,0,0
Spis-79T2-D,0,0,0.877668299,0,0,0,0,0,0,0,0,0,0,0,0
Spis-80,0,0,0.800293646,0,0,0,0,0,0,0,0,0,0,0,0
Spis-80-D,0,0,0.83543799,0,0,0,0,0,0,0,0,0,0,0,0